,Symbol,Name,Industry,IndustryCode
3609,BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
3610,KOSS,Koss Corp,"컴퓨터, 전화 및 가전제품",571060
3611,ASRV,Ameriserv Financial Inc,은행,551010
3612,BOTJ,Bank of the James,은행,551010
3613,PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
3614,FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
3615,HCWB,HCW Biologics Inc,생명과학 및 메디컬 리서치,562020
3616,ABVC,ABVC Biopharma Inc,생명과학 및 메디컬 리서치,562020
3617,PPHP,PHP Ventures Acquisition Corp Class A,기타 금융업,556010
3618,WTRH,Waitr Holdings Inc,소프트웨어 및 IT서비스,572010
3619,IGNY,Ignyte Acquisition Corp,기타 금융업,556010
3620,LBPH,Longboard Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3621,CAPR,Capricor Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3622,GBNH,Greenbrook TMS Inc,헬스케어 업체 및 서비스,561020
3623,BWBBP,Bridgewater Bancshares Inc ADR,은행,551010
3624,CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
3625,HEPA,Hepion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3626,ATLCP,Atlanticus Holdings Corp PRF,은행,551010
3627,IDN,Intellicheck Inc,소프트웨어 및 IT서비스,572010
3628,LAAA,Lakeshore Acquisition I Corp,기타 금융업,556010
3629,ORGS,Orgenesis Inc,생명과학 및 메디컬 리서치,562020
3630,FSTX,F-Star Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3631,STCN,Steel Connect Inc,소프트웨어 및 IT서비스,572010
3632,REPH,Recro Pharma Inc,제약,562010
3633,HYRE,HyreCar Inc,운송업,524060
3634,VGFC,Very Good Food Company Inc,식품 및 담배,541020
3635,NEON,Neonode Inc,전자 장비 및 부품,571040
3636,GMVD,G Medical Innovations Holdings Ltd,헬스케어 장비 및 용품,561010
3637,MCAE,Mountain Crest Acquisition Corp III,기타 금융업,556010
3638,EFSCP,Enterprise Financial Services Corp ADR,은행,551010
3639,CRWS,Crown Crafts Inc,레저 상품,532050
3640,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3641,HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
3642,MCADU,Mountain Crest Acquisition II Units,기타 금융업,556010
3643,AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
3644,OXLCM,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3645,TLIS,Talis Biomedical Corp,생명과학 및 메디컬 리서치,562020
3646,CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
3647,EVAX,Evaxion Biotech A/S ADR,생명과학 및 메디컬 리서치,562020
3648,IMTE,Integrated Media Technology Ltd,전자 장비 및 부품,571040
3649,MULN,Mullen Automotive Inc,"건설장비 및 대형차, 기차, 배",521020
3650,AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3651,LRFC,Logan Ridge Finance Corp,투자은행 및 서비스,551020
3652,CFSB,CFSB Bancorp Inc,은행,551010
3653,AGTC,Applied Genetic Technologies Corp,생명과학 및 메디컬 리서치,562020
3654,NEXI,Neximmune Inc,생명과학 및 메디컬 리서치,562020
3655,FUSB,First US Bancshares Inc,은행,551010
3656,GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
3657,EVFM,Evofem Biosciences Inc,제약,562010
3658,BOXL,Boxlight Corp Class A,전자 장비 및 부품,571040
3659,LTRN,Lantern Pharma Inc.,생명과학 및 메디컬 리서치,562020
3660,HUIZ,Huize Holding Ltd ADR,보험,553010
3661,MTEX,Mannatech Inc,식품 및 담배,541020
3662,MMMB,MamaMancini's Holdings Inc,식품 및 담배,541020
3663,TCBC,TC Bancshares Inc,은행,551010
3664,NXTP,Nextplay Technologies Inc,소프트웨어 및 IT서비스,572010
3665,BSFC,Blue Star Foods Corp,식품 및 담배,541020
3666,ORPH,Orphazyme A/S ADR,생명과학 및 메디컬 리서치,562020
3667,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3668,LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
3669,AIRT,Air T Inc,화물 및 물류 서비스,524050
3670,SPK,SPK Acquisition Corp,기타 금융업,556010
3671,BRFH,Barfresh Food Group Inc,음료,541010
3672,RCMT,R C M Technologies Inc,건설 및 엔지니어링,522010
3673,VLCN,Volcon Inc,자동차 및 자동차 부품,531010
3674,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3675,AQMS,Aqua Metals Inc,메탈&마이닝,512010
3676,SLGG,Super League Gaming  Inc.,소프트웨어 및 IT서비스,572010
3677,ANGN,Angion Biomedica Corp,생명과학 및 메디컬 리서치,562020
3678,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3679,NSTS,NSTS Bancorp Inc,은행,551010
3680,GRVI,Grove Inc,제약,562010
3681,ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3682,SPI,SPI Energy Co Ltd,재생에너지,502010
3683,BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
3684,EDUC,Educational Development Corp,미디어 및 출판,533020
3685,QUBT,Quantum Computing Inc,소프트웨어 및 IT서비스,572010
3686,ZIONP,Zions Bancorporation NA ADR,은행,551010
3687,QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
3688,HTBX,Heat Biologics Inc,생명과학 및 메디컬 리서치,562020
3689,CXDC,China XD Plastics Company Ltd,자동차 및 자동차 부품,531010
3690,ENTX,Entera Bio Ltd,생명과학 및 메디컬 리서치,562020
3691,ARIZU,Arisz Acquisition Units,기타 금융업,556010
3692,LPTH,LightPath Technologies Inc Class A,사무기기,571050
3693,TTOO,T2 Biosystems Inc,헬스케어 장비 및 용품,561010
3694,CLXT,Calyxt Inc,전문품 상점,534030
3695,ZEST,Ecoark Holdings Inc,오일 및 가스,501020
3696,MAAQU,Mana Capital Acquisition Units,기타 금융업,556010
3697,VENAU,Venus Acquisition Units,기타 금융업,556010
3698,RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
3699,DCOMP,Dime Community Bancshares Inc PRF,은행,551010
3700,SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
3701,MSGM,Motorsport Games Inc Class A,소프트웨어 및 IT서비스,572010
3702,DXYN,Dixie Group Inc Class A,가정용품,532040
3703,PLIN,China Xiangtai Food Co Ltd,식품 및 담배,541020
3704,MITC,Meatech 3D Ltd ADR,식품 및 담배,541020
3705,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3706,VTVT,vTv Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
3707,GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3708,ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
3709,LVO,LiveOne Inc,미디어 및 출판,533020
3710,STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
3711,GOODN,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
3712,AXLA,Axcella Health Inc,생명과학 및 메디컬 리서치,562020
3713,IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
3714,BRLI,Brilliant Acquisition Corp,기타 금융업,556010
3715,OBAS,Optibase Ltd,부동산 운영 관리,601010
3716,ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
3717,CSCW,Color Star Technology Co Ltd,교육서비스,631010
3718,BPTS,Biophytis SA ADR,생명과학 및 메디컬 리서치,562020
3719,DLPN,Dolphin Entertainment Inc,미디어 및 출판,533020
3720,HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
3721,UONE,Urban One Inc Class A,미디어 및 출판,533020
3722,SIEB,Siebert Financial Corp,투자은행 및 서비스,551020
3723,GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
3724,TYME,Tyme Technologies Inc,생명과학 및 메디컬 리서치,562020
3725,MCAGU,Mountain Crest Acquisition V Units,기타 금융업,556010
3726,ACBAU,Ace Global Business Acquisition Units,기타 금융업,556010
3727,MDWD,Mediwound Ltd,제약,562010
3728,VTSI,VirTra Inc,우주항공 및 국방,521010
3729,ACRX,AcelRx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3730,HTOO,Fusion Fuel Green PLC Class A,재생에너지,502010
3731,PAFOU,Pacifico Acquisition Units,기타 금융업,556010
3732,LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
3733,ACBA,Ace Global Business Acquisition Ltd,기타 금융업,556010
3734,FSEA,First Seacoast Bancorp,은행,551010
3735,MPACU,Model Performance Acquisition Units,기타 금융업,556010
3736,VENA,Venus Acquisition Corp,기타 금융업,556010
3737,QTT,Qutoutiao Inc ADR,소프트웨어 및 IT서비스,572010
3738,LIZI,Lizhi Inc ADR,소프트웨어 및 IT서비스,572010
3739,MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
3740,DMAC,DiaMedica Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3741,RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
3742,EQOS,Eqonex Ltd,핀테크,573010
3743,BSGAU,Blue Safari Group Acquisition Units,기타 금융업,556010
3744,VQS,Viq Solutions Inc,소프트웨어 및 IT서비스,572010
3745,OXLCO,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3746,DSWL,Deswell Industries Inc,화학,511010
3747,OCFCP,OceanFirst Financial Corp ADR,은행,551010
3748,KINS,Kingstone Companies Inc,보험,553010
3749,UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
3750,FOXWU,FoxWayne Enterprises Acquisition Units,기타 금융업,556010
3751,KFFB,Kentucky First Federal Bancorp,은행,551010
3752,GPCOU,Golden Path Acquisition Corp Unit,기타 금융업,556010
3753,ALLR,Allarity Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3754,PPHPU,PHP Ventures Acquisition Units,기타 금융업,556010
3755,TLMD,Soc Telemed Inc Class A,헬스케어 업체 및 서비스,561020
3756,AVCO,Avalon Globocare Corp,부동산 운영 관리,601010
3757,METX,Meten Holding Group Ltd,교육서비스,631010
3758,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3759,SLNG,Stabilis Solutions Inc,오일 및 가스 장비 및 서비스,501030
3760,AEYE,AudioEye Inc,소프트웨어 및 IT서비스,572010
3761,SUNW,Sunworks Inc,재생에너지,502010
3762,UPTD,Tradeup Acquisition Corp,기타 금융업,556010
3763,PNBK,Patriot National Bancorp Inc,은행,551010
3764,MCAFU,Mountain Crest Acquisition IV Units,기타 금융업,556010
3765,CCNEP,CNB Financial Corp ADR,은행,551010
3766,IGNYU,Ignyte Acquisition Units,기타 금융업,556010
3767,AERC,AeroClean Technologies Inc,전문 및 상업 서비스,522030
3768,AZYO,Aziyo Biologics Inc Class A,헬스케어 장비 및 용품,561010
3769,SNT,Senstar Technologies Ltd,전문 및 상업 서비스,522030
3770,VVOS,Vivos Therapeutics Inc,헬스케어 장비 및 용품,561010
3771,SGLY,Singularity Future Technology Ltd,화물 및 물류 서비스,524050
3772,TUGC,TradeUP Global Corp Class A,기타 금융업,556010
3773,INAB,IN8BIO  Inc.,생명과학 및 메디컬 리서치,562020
3774,APM,Aptorum Group Ltd Class A,제약,562010
3775,GLTO,Galecto Inc,생명과학 및 메디컬 리서치,562020
3776,TMDI,Titan Medical Inc,헬스케어 장비 및 용품,561010
3777,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3778,NOVN,Novan Inc,제약,562010
3779,AFIB,Acutus Medical Inc,헬스케어 장비 및 용품,561010
3780,RSSS,Research Solutions Inc,소프트웨어 및 IT서비스,572010
3781,RELI,Reliance Global Group Inc,주택 및 상업용 리츠,601020
3782,SNAX,Stryve Foods Inc Class A,식품 및 담배,541020
3783,GMBL,Esports Entertainment Group Inc,소프트웨어 및 IT서비스,572010
3784,ITRM,Iterum Therapeutics PLC,생명과학 및 메디컬 리서치,562020
3785,ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
3786,MPAC,Model Performance Acquisition Corp Class A,기타 금융업,556010
3787,DILAU,DILA Capital Acquisition Units,기타 금융업,556010
3788,UK,Ucommune International Ltd Class A,부동산 운영 관리,601010
3789,GNCA,Genocea Biosciences Inc,생명과학 및 메디컬 리서치,562020
3790,AGBA,AGBA Acquisition Ltd,기타 금융업,556010
3791,WAVD,Wavedancer Inc,소프트웨어 및 IT서비스,572010
3792,GLYC,GlycoMimetics Inc,생명과학 및 메디컬 리서치,562020
3793,IONM,Assure Holdings Corp,헬스케어 업체 및 서비스,561020
3794,TARA,Protara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3795,OTRK,Ontrak Inc,헬스케어 업체 및 서비스,561020
3796,TRMT,Tremont Mortgage Trust,주택 및 상업용 리츠,601020
3797,GTIM,Good Times Restaurants Inc,호텔 및 엔터테인먼트,533010
3798,DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
3799,PCTTU,PureCycle Technologies Unit,전문 및 상업 서비스,522030
3800,BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
3801,SGTX,Sigilon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3802,INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
3803,ICCH,ICC Holdings Inc,보험,553010
3804,GRCY,Greencity Acquisition Corp,기타 금융업,556010
3805,MBINP,Merchants Bancorp PRF,은행,551010
3806,LANDM,Gladstone Land Corp PRF,주택 및 상업용 리츠,601020
3807,CYAD,Celyad Oncology SA ADR,생명과학 및 메디컬 리서치,562020
3808,SEAC,SeaChange International Inc,소프트웨어 및 IT서비스,572010
3809,PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
3810,ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
3811,EVGN,Evogene Ltd,제약,562010
3812,BRLIU,Brilliant Acquisition Corp Unit,기타 금융업,556010
3813,QUIK,QuickLogic Corp,반도체 및 반도체 장비,571010
3814,TATT,TAT Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
3815,ISUN,iSun Inc,건설 및 엔지니어링,522010
3816,SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
3817,POAI,Predictive Oncology Inc,헬스케어 장비 및 용품,561010
3818,BSGM,Biosig Technologies Inc,헬스케어 장비 및 용품,561010
3819,HCTI,Healthcare Triangle Inc,소프트웨어 및 IT서비스,572010
3820,ALAC,Alberton Acquisition Corp,기타 금융업,556010
3821,GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
3822,CMMB,Chemomab Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
3823,NVNO,enVVeno Medical Corp,생명과학 및 메디컬 리서치,562020
3824,CBMB,CBM Bancorp Inc,기타 금융업,556010
3825,ATXS,Astria Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3826,RILYP,B Riley Financial Inc ADR,투자은행 및 서비스,551020
3827,IGAP,Integrity Applications Inc,헬스케어 장비 및 용품,561010
3828,PCSA,Processa Pharmaceuticals Inc,제약,562010
3829,GTEC,Greenland Technologies Holding Corp,자동차 및 자동차 부품,531010
3830,TCBS,Texas Community Bancshares Inc,은행,551010
3831,USWS,US Well Services Inc Class A,오일 및 가스 장비 및 서비스,501030
3832,GBRGU,Goldenbridge Acq Units,기타 금융업,556010
3833,XFOR,X4 Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3834,DGLY,Digital Ally Inc,커뮤니케이션 및 네트워킹,571020
3835,CRBP,Corbus Pharmaceuticals Holdings Inc,생명과학 및 메디컬 리서치,562020
3836,CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3837,AGBAU,AGBA Acquisition Ltd Unit,기타 금융업,556010
3838,ZSAN,Zosano Pharma Corp,생명과학 및 메디컬 리서치,562020
3839,INPX,Inpixon,소프트웨어 및 IT서비스,572010
3840,MCAEU,Mountain Crest Acquisition III Units,기타 금융업,556010
3841,ASPU,Aspen Group Inc,교육서비스,631010
3842,BCACU,Brookline Capital Acq Units,기타 금융업,556010
3843,PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
3844,ELDN,Eledon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3845,BMRA,Biomerica Inc,헬스케어 장비 및 용품,561010
3846,RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
3847,FLUX,Flux Power Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
3848,EDRY,EuroDry Ltd,화물 및 물류 서비스,524050
3849,AAME,Atlantic American Corp,보험,553010
3850,NEPT,Neptune Wellness Solutions Inc,제약,562010
3851,TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
3852,KALA,Kala Pharmaceuticals Inc,제약,562010
3853,BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
3854,EYES,Second Sight Medical Products Inc,헬스케어 장비 및 용품,561010
3855,MINM,Minim Inc,통신 서비스,574010
3856,SPKAU,SPK Acquisition Units,기타 금융업,556010
3857,LAAAU,Lakeshore Acquisition I Units,기타 금융업,556010
3858,UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
3859,YQ,17 Education & Technology Group Inc ADR,교육서비스,631010
3860,CLVR,Clever Leaves Holdings Inc,식품 및 담배,541020
3861,ERYP,Erytech Pharma SA ADR,생명과학 및 메디컬 리서치,562020
3862,BIOL,BIOLASE Inc,헬스케어 장비 및 용품,561010
3863,LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
3864,SNPX,Synaptogenix Inc,생명과학 및 메디컬 리서치,562020
3865,BTCS,BTCS Inc,전문 및 상업 서비스,522030
3866,MBNKP,Medallion Bank PRF,은행,551010
3867,EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
3868,CGRN,Capstone Green Energy Corp,"건설장비 및 대형차, 기차, 배",521020
3869,CPIX,Cumberland Pharmaceuticals Inc,제약,562010
3870,COCP,Cocrystal Pharma Inc,제약,562010
3871,ACST,Acasti Pharma Inc Class A,생명과학 및 메디컬 리서치,562020
3872,SSKN,STRATA Skin Sciences Inc,헬스케어 장비 및 용품,561010
3873,PRSO,Peraso Inc,반도체 및 반도체 장비,571010
3874,AACG,ATA Creativity Global ADR,비즈니스교육,631030
3875,VIRC,Virco Mfg Corp,전문 및 상업 서비스,522030
3876,HGSH,China HGS Real Estate Inc,부동산 운영 관리,601010
3877,ECOR,electroCore  Inc.,헬스케어 장비 및 용품,561010
3878,VIRI,Virios Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3879,TBKCP,Triumph Bancorp Inc ADR,은행,551010
3880,HHS,Harte Hanks Inc,미디어 및 출판,533020
3881,VVPR,VivoPower International PLC,전기 유틸리티,591010
3882,PSTI,Pluristem Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3883,FTFT,Future Fintech Group Inc,소프트웨어 및 IT서비스,572010
3884,NEPH,Nephros Inc,전문 및 상업 서비스,522030
3885,OCUP,Ocuphire Pharma Inc,제약,562010
3886,RMCF,Rocky Mountain Chocolate Factory Inc (Delaware),식품 및 담배,541020
3887,DCTH,Delcath Systems Inc,헬스케어 장비 및 용품,561010
3888,MYT,Urban Tea Inc,식품 및 약품소매,543010
3889,FKWL,Franklin Wireless Corp,커뮤니케이션 및 네트워킹,571020
3890,WHLRD,Wheeler Real Estate Investment Trust Inc PRF,주택 및 상업용 리츠,601020
3891,PPBT,Purple Biotech Ltd ADR,제약,562010
3892,ADIL,Adial Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3893,LOGC,LogicBio Therapeutics Inc,제약,562010
3894,MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3895,CYCN,Cyclerion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3896,CHEK,Check Cap Ltd,생명과학 및 메디컬 리서치,562020
3897,GURE,Gulf Resources Inc,화학,511010
3898,TRKA,Troika Media Group Inc,미디어 및 출판,533020
3899,LYRA,Lyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3900,STRN,Stran & Company Inc,미디어 및 출판,533020
3901,HVBC,HV Bancorp Inc,은행,551010
3902,IPWR,Ideal Power Inc,재생에너지,502010
3903,WVVI,Willamette Valley Vineyards Inc,음료,541010
3904,MRIN,Marin Software Inc,소프트웨어 및 IT서비스,572010
3905,BLCT,BlueCity Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
3906,TUGCU,TradeUP Global Units,기타 금융업,556010
3907,BIOC,Biocept Inc,헬스케어 장비 및 용품,561010
3908,REFR,Research Frontiers Inc,미디어 및 출판,533020
3909,NUZE,NuZee Inc,식품 및 담배,541020
3910,MSVB,Mid-Southern Bancorp Inc,은행,551010
3911,USAU,US Gold Corp,메탈&마이닝,512010
3912,CMPI,Checkmate Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3913,GRCYU,Greencity Acquisition Units,기타 금융업,556010
3914,PIK,Kidpik Corp,전문품 상점,534030
3915,GANX,Gain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3916,KLXE,KLX Energy Services Holdings Inc,오일 및 가스 장비 및 서비스,501030
3917,CCNC,Code Chain New Continent Ltd,석유,501010
3918,OMQS,Omniq Corp,소프트웨어 및 IT서비스,572010
3919,TCON,TRACON Pharmaceuticals Inc,제약,562010
3920,NTWK,NetSol Technologies Inc,소프트웨어 및 IT서비스,572010
3921,STAB,Statera Biopharma Inc,생명과학 및 메디컬 리서치,562020
3922,AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
3923,CYN,CYNGN Inc,소프트웨어 및 IT서비스,572010
3924,CLBS,Caladrius Biosciences Inc,생명과학 및 메디컬 리서치,562020
3925,PPSI,Pioneer Power Solutions Inc,"건설장비 및 대형차, 기차, 배",521020
3926,TC,TuanChe Ltd ADR,전문 및 상업 서비스,522030
3927,SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
3928,HILS,Hillstream BioPharma Inc,생명과학 및 메디컬 리서치,562020
3929,PMCB,PharmaCyte Biotech Inc,제약,562010
3930,ZCMD,Zhongchao Inc Class A,비즈니스교육,631030
3931,MDIA,Mediaco Holding Inc Class A,미디어 및 출판,533020
3932,MDVL,MedAvail Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
3933,WNW,Meiwu Technology Co Ltd,다양한 소매업,534020
3934,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
3935,CNNB,Cincinnati Bancorp Inc,은행,551010
3936,NBSE,NeuBase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3937,CSSEP,Chicken Soup for The Soul Entertainment Inc PRF,미디어 및 출판,533020
3938,MYNA,Mynaric AG ADR,커뮤니케이션 및 네트워킹,571020
3939,APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3940,DATS,DatChat Inc,소프트웨어 및 IT서비스,572010
3941,LIVE,Live Ventures Inc,기타 금융업,556010
3942,CPSH,CPS Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
3943,IPW,iPower Inc,소프트웨어 및 IT서비스,572010
3944,QH,Quhuo Ltd ADR,화물 및 물류 서비스,524050
3945,LMFA,LM Funding America Inc,은행,551010
3946,UPTDU,TradeUP Acquisition Units,기타 금융업,556010
3947,CRKN,Crown Electrokinetics Corp.,건축 자재,512020
3948,GAME,Engine Gaming and Media Inc,소프트웨어 및 IT서비스,572010
3949,HOOK,HOOKIPA Pharma Inc,제약,562010
3950,AEZS,Aeterna Zentaris Inc,생명과학 및 메디컬 리서치,562020
3951,ENSC,Ensysce Biosciences Inc,생명과학 및 메디컬 리서치,562020
3952,EARS,Auris Medical Holding Ltd,생명과학 및 메디컬 리서치,562020
3953,KEQU,Kewaunee Scientific Corp,전문 및 상업 서비스,522030
3954,MRAI,Marpai Inc Class A,소프트웨어 및 IT서비스,572010
3955,SQFT,Presidio Property Trust Inc Class A,주택 및 상업용 리츠,601020
3956,NSEC,National Security Group Inc,보험,553010
3957,PMD,Psychemedics Corp,헬스케어 업체 및 서비스,561020
3958,WKEY,Wisekey International Holding AG ADR,반도체 및 반도체 장비,571010
3959,LTBR,Lightbridge Corp,전문 및 상업 서비스,522030
3960,MBRX,Moleculin Biotech Inc,제약,562010
3961,CREG,China Recycling Energy Corp,전문 및 상업 서비스,522030
3962,KERN,Akerna Corp,소프트웨어 및 IT서비스,572010
3963,AHI,Advanced Human Imaging Ltd ADR,소프트웨어 및 IT서비스,572010
3964,MBOT,Microbot Medical Inc,생명과학 및 메디컬 리서치,562020
3965,DPRO,Draganfly Inc,우주항공 및 국방,521010
3966,VISL,Vislink Technologies Inc,커뮤니케이션 및 네트워킹,571020
3967,COMS,COMSovereign Holding Corp,커뮤니케이션 및 네트워킹,571020
3968,PTE,PolarityTE Inc,생명과학 및 메디컬 리서치,562020
3969,OCC,Optical Cable Corp,커뮤니케이션 및 네트워킹,571020
3970,AYRO,AYRO Inc,자동차 및 자동차 부품,531010
3971,ELOX,Eloxx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3972,ZVO,Zovio Inc,교육서비스,631010
3973,RAND,Rand Capital Corp,투자은행 및 서비스,551020
3974,DAIO,Data I/O Corp,소프트웨어 및 IT서비스,572010
3975,PBBK,PB Bankshares Inc,은행,551010
3976,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3977,ALRN,Aileron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3978,MOXC,Moxian (BVI) Inc,소프트웨어 및 IT서비스,572010
3979,FWP,Forward Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
3980,FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
3981,DALN,Dallasnews Corp Series A,미디어 및 출판,533020
3982,BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
3983,ISPC,iSpecimen Inc,소프트웨어 및 IT서비스,572010
3984,TAYD,Taylor Devices Inc,"건설장비 및 대형차, 기차, 배",521020
3985,CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
3986,PIXY,ShiftPixy Inc,전문 및 상업 서비스,522030
3987,RDIB,Reading International Inc Class B,호텔 및 엔터테인먼트,533010
3988,MOSY,MoSys Inc,반도체 및 반도체 장비,571010
3989,FGBIP,First Guaranty Bancshares Inc ADR,은행,551010
3990,ACXP,Acurx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3991,CSPI,CSP Inc,소프트웨어 및 IT서비스,572010
3992,AHG,Akso Health Group ADR,소프트웨어 및 IT서비스,572010
3993,RNWK,RealNetworks Inc,소프트웨어 및 IT서비스,572010
3994,CLSN,Celsion Corp,생명과학 및 메디컬 리서치,562020
3995,WAVE,Eco Wave Power Global AB (publ) ADR,전기 유틸리티,591010
3996,XOMAO,XOMA Corp ADR,생명과학 및 메디컬 리서치,562020
3997,ATIF,ATIF Holdings Ltd,전문 및 상업 서비스,522030
3998,GLBZ,Glen Burnie Bancorp,은행,551010
3999,AGRX,Agile Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4000,SDH,Global Internet of People Inc,전문 및 상업 서비스,522030
4001,IMRA,Imara Inc,생명과학 및 메디컬 리서치,562020
4002,HUGE,FSD Pharma Inc Class B,생명과학 및 메디컬 리서치,562020
4003,MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
4004,INDP,Indaptus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4005,VMAR,Vision Marine Technologies Inc,레저 상품,532050
4006,AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
